age,Medu,Fedu,traveltime_x,studytime_x,failures_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,traveltime_y,studytime_y,failures_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,Label,marks
0.4285714285714284,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.0,0.5,0.30000000000000004,0.125,0.07142857142857145,0.30000000000000004,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.0,0.5,0.2857142857142857,0.30952380952380953,0.4,1,11.0
0.2857142857142856,0.25,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.2,0.125,0.0,0.30000000000000004,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.14285714285714285,0.2857142857142857,0.4,1,11.0
0.0,0.25,0.25,0.0,0.3333333333333333,1.0,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.2142857142857143,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.5,0.42857142857142855,0.5,0.6,0,12.0
0.0,1.0,0.5,0.0,0.6666666666666667,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.1,0.75,0.6428571428571429,0.75,0.0,0.6666666666666667,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.0,0.6428571428571429,0.7000000000000001,2,14.0
0.1428571428571428,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.25,1.0,0.2,0.1875,0.3571428571428571,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.25,1.0,0.0,0.4285714285714286,0.6,2,13.0
0.1428571428571428,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.0,0.25,1.0,0.5,0.75,0.7142857142857143,0.75,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.0,0.25,1.0,0.42857142857142855,0.5,0.5000000000000001,2,13.0
0.1428571428571428,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.0,0.5625,0.5,0.55,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.0,0.5714285714285714,0.5000000000000001,1,13.0
0.2857142857142856,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.30000000000000004,0.1875,0.0,0.30000000000000004,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.14285714285714285,0.3571428571428571,0.6,1,13.0
0.0,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.8125,0.9285714285714285,0.9500000000000001,0.0,0.3333333333333333,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.7142857142857143,0.9,1,17.0
0.0,0.75,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6875,0.7142857142857143,0.75,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5000000000000001,2,13.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.25,0.0,0.4375,0.2142857142857143,0.45,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.25,0.14285714285714285,0.6428571428571429,0.7000000000000001,1,14.0
0.0,0.5,0.25,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,0.25,0.0,0.0,0.75,0.2,0.4375,0.5,0.6000000000000001,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,0.25,0.0,0.0,0.75,0.0,0.3571428571428571,0.5000000000000001,2,13.0
0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0.5,0.0,0.5,1.0,0.1,0.6875,0.6428571428571429,0.7000000000000001,0.0,0.0,0.0,0.75,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.6,2,12.0
0.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.5,0.1,0.4375,0.3571428571428571,0.55,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.5,0.0,0.5,0.5000000000000001,1,13.0
0.0,0.5,0.5,0.0,0.6666666666666667,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0,0.6875,0.7857142857142857,0.8,0.0,0.6666666666666667,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0,0.6428571428571429,0.7000000000000001,1,15.0
0.1428571428571428,1.0,1.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.25,0.25,0.2,0.6875,0.6428571428571429,0.7000000000000001,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.25,0.25,0.42857142857142855,0.8571428571428571,1.0,1,17.0
0.1428571428571428,1.0,1.0,0.0,0.6666666666666667,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.30000000000000004,0.625,0.6428571428571429,0.7000000000000001,0.0,0.6666666666666667,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.7142857142857142,0.5714285714285714,0.6,1,14.0
0.1428571428571428,0.75,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.2,0.3125,0.3571428571428571,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.14285714285714285,0.5714285714285714,0.7000000000000001,2,14.0
0.2857142857142856,0.75,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.8,0.1875,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.14285714285714285,0.2142857142857143,0.09999999999999998,0,9.666666666666666
0.1428571428571428,1.0,0.75,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.2,0.3125,0.3571428571428571,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.42857142857142855,0.5,0.5000000000000001,2,12.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.625,0.6428571428571429,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.6,1,14.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.5625,0.7142857142857143,0.75,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.4285714285714286,0.5000000000000001,2,12.0
0.1428571428571428,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.1,0.75,0.7142857142857143,0.8,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.6,2,14.0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.75,0.25,0.75,1.0,0.0,0.625,0.5714285714285714,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.75,0.25,0.75,1.0,0.14285714285714285,0.3571428571428571,0.29999999999999993,0,10.0
0.0,0.5,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.1,0.4375,0.2857142857142857,0.4,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.14285714285714285,0.3571428571428571,0.4,2,10.0
0.1428571428571428,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.25,0.25,0.0,0.5,1.0,0.7000000000000001,0.1875,0.2857142857142857,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,1.0,0.42857142857142855,0.3571428571428571,0.4,0,12.0
0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.25,1.0,0.1,0.5625,0.5,0.55,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.25,1.0,0.5714285714285714,0.4285714285714286,0.5000000000000001,2,12.0
0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.2,0.75,0.7857142857142857,0.75,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.0,0.4285714285714286,0.4,1,11.0
0.1428571428571428,0.75,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.2,0.5,0.4285714285714286,0.55,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.14285714285714285,0.5,0.5000000000000001,2,13.0
0.1428571428571428,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.8,0.4375,0.5,0.55,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.2857142857142857,0.5,0.4,0,12.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.5,0.75,1.0,0.0,0.375,0.4285714285714286,0.6000000000000001,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.5,0.75,1.0,0.0,0.3571428571428571,0.4,0,11.0
0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.875,0.7857142857142857,0.8500000000000001,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,1.0,0.14285714285714285,0.7142857142857143,0.7999999999999999,2,15.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0,0.875,0.7857142857142857,0.8,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0,0.5714285714285714,0.7000000000000001,2,15.0
0.0,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.3125,0.3571428571428571,0.6000000000000001,0.0,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.5714285714285714,0.5000000000000001,1,12.0
0.1428571428571428,0.75,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.0,1.0,0.0,0.5625,0.6428571428571429,0.75,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.0,1.0,0.2857142857142857,0.5,0.5000000000000001,2,12.0
0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.3125,0.1428571428571429,0.30000000000000004,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.4285714285714286,0.4,2,11.0
0.0,1.0,0.75,0.0,0.6666666666666667,0.0,1.0,0.75,0.5,0.0,0.0,0.75,0.1,0.75,0.7857142857142857,0.9,0.0,0.6666666666666667,0.0,1.0,0.75,0.5,0.0,0.0,0.75,0.0,0.6428571428571429,0.7000000000000001,2,14.0
0.1428571428571428,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.35000000000000003,0.75,0.7857142857142857,0.75,0.3333333333333333,0.6666666666666667,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.2857142857142857,0.5714285714285714,0.6,2,13.0
0.0,0.75,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.1,0.5625,0.5,0.55,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.14285714285714285,0.4285714285714286,0.5000000000000001,2,12.0
0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.25,0.4,0.6875,0.5714285714285714,0.65,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.25,0.5714285714285714,0.6428571428571429,0.6,1,12.0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.0,0.25,0.5,0.33333333333333337,0.25,0.3571428571428571,0.55,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.5,0.2857142857142857,0.4285714285714286,0.4,1,10.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.5,0.25,0.75,1.0,0.4,0.5625,0.5,0.6000000000000001,0.0,0.0,0.0,1.0,0.75,0.5,0.25,0.75,1.0,0.5714285714285714,0.3571428571428571,0.4,0,11.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.1,1.0,0.9285714285714285,0.9,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,0.6428571428571429,0.7999999999999999,2,15.0
0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.3125,0.2142857142857143,0.55,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.29999999999999993,1,10.0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.25,0.25,1.0,0.7000000000000001,0.4375,0.3571428571428571,0.45,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.25,0.25,1.0,1.0,0.3571428571428571,0.4,0,11.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.4,0.3125,0.2142857142857143,0.30000000000000004,0.0,0.3333333333333333,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.2857142857142857,0.3571428571428571,0.4,2,11.0
0.1428571428571428,0.75,0.75,0.0,0.3333333333333333,0.0,0.25,0.5,1.0,0.0,0.75,0.5,0.6000000000000001,0.5,0.5,0.55,0.0,0.3333333333333333,0.0,0.25,0.5,1.0,0.0,0.75,0.5,0.42857142857142855,0.5714285714285714,0.5000000000000001,0,13.0
0.1428571428571428,1.0,0.75,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.25,0.2,1.0,0.9999999999999999,1.0,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.0,0.25,0.14285714285714285,0.8571428571428571,1.0,1,17.0
0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.25,1.0,0.1,0.75,0.7142857142857143,0.7000000000000001,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.25,1.0,0.2857142857142857,0.4285714285714286,0.5000000000000001,2,13.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.0,0.0,0.5,0.1,0.25,0.1428571428571429,0.35000000000000003,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.14285714285714285,0.5714285714285714,0.5000000000000001,1,12.0
0.1428571428571428,0.5,0.5,0.6666666666666667,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.75,0.1,0.5625,0.5714285714285714,0.65,0.6666666666666667,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.75,0.0,0.6428571428571429,0.6,0,13.0
0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.1,0.5,0.5714285714285714,0.65,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,0.7857142857142857,0.7000000000000001,2,16.0
0.0,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.75,1.0,0.30000000000000004,0.5,0.4285714285714286,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.2857142857142857,0.3571428571428571,0.19999999999999996,0,9.0
0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,0.0,0.3125,0.3571428571428571,0.55,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,0.0,0.5714285714285714,0.5000000000000001,0,12.0
0.0,0.75,0.75,0.0,0.0,0.0,1.0,0.5,0.75,0.75,0.75,0.0,0.30000000000000004,0.4375,0.5714285714285714,0.65,0.0,0.0,0.0,1.0,0.5,0.75,0.75,0.75,0.0,0.0,0.5714285714285714,0.5000000000000001,1,13.0
0.1428571428571428,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,0.25,0.4,0.3125,0.2857142857142857,0.5,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,0.25,0.14285714285714285,0.5,0.6,1,12.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.6875,0.7142857142857143,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.7142857142857143,0.7000000000000001,1,15.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.2,0.6875,0.7142857142857143,0.75,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.5714285714285714,0.7142857142857143,0.7999999999999999,2,16.0
0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.1,0.375,0.3571428571428571,0.45,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.6428571428571429,0.6,2,14.0
0.1428571428571428,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,1.0,0.1,0.75,0.7857142857142857,0.8,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,1.0,0.14285714285714285,0.7857142857142857,0.7999999999999999,2,16.0
0.1428571428571428,1.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.30000000000000004,0.4375,0.4285714285714286,0.55,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.0,0.8571428571428571,0.9,0,16.0
0.1428571428571428,0.25,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30000000000000004,0.4375,0.2142857142857143,0.55,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3571428571428571,0.29999999999999993,0,16.0
0.1428571428571428,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.2,0.3125,0.3571428571428571,0.45,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.5714285714285714,0.6,1,10.0
0.1428571428571428,1.0,0.75,0.0,0.6666666666666667,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.1,0.4375,0.2857142857142857,0.45,0.0,0.6666666666666667,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.0,0.6428571428571429,0.6,0,13.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,0.4375,0.3571428571428571,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,0.5714285714285714,0.5000000000000001,1,12.0
0.1428571428571428,1.0,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.0,0.1,0.8125,0.7142857142857143,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.25,0.0,0.14285714285714285,0.7857142857142857,0.7999999999999999,1,16.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.2,0.625,0.5714285714285714,0.6000000000000001,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.4285714285714286,0.5000000000000001,0,12.0
0.1428571428571428,0.75,0.25,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.2,0.25,0.1428571428571429,0.30000000000000004,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.0,0.3571428571428571,0.19999999999999996,2,10.0
0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.1,0.3125,0.2857142857142857,0.4,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.0,0.4285714285714286,0.29999999999999993,2,11.0
0.0,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.5,0.6000000000000001,0.8125,0.7857142857142857,0.8,0.3333333333333333,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.5,0.42857142857142855,0.7142857142857143,0.7999999999999999,1,15.0
0.1428571428571428,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.625,0.7142857142857143,0.75,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.14285714285714285,0.5714285714285714,0.4,2,11.0
0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.4375,0.3571428571428571,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.4285714285714286,0.19999999999999996,1,10.0
0.0,0.25,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.75,0.25,0.75,1.0,0.1,0.3125,0.07142857142857145,0.25,0.0,0.3333333333333333,0.0,0.5,0.5,0.75,0.25,0.75,1.0,0.14285714285714285,0.5714285714285714,0.4,0,11.0
0.1428571428571428,0.75,0.25,0.0,0.0,0.0,1.0,0.5,0.25,0.25,0.25,1.0,0.1,0.5625,0.5,0.7000000000000001,0.0,0.0,0.0,1.0,0.5,0.25,0.25,0.25,1.0,0.0,0.5714285714285714,0.6,2,14.0
0.1428571428571428,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.75,1.0,0.30000000000000004,0.5,0.5,0.55,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.75,1.0,0.2857142857142857,0.4285714285714286,0.4,0,11.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,1.0,0.30000000000000004,0.375,0.2857142857142857,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,1.0,0.0,0.4285714285714286,0.4,2,11.0
0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.4,0.5,0.4285714285714286,0.5,0.3333333333333333,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.5,0.4,1,11.0
0.1428571428571428,0.5,0.5,0.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.0,0.5,0.4285714285714286,0.55,0.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.07142857142857142,0.5714285714285714,0.6,1,13.0
0.2857142857142856,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.1,0.3125,0.2142857142857143,0.5,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,0.19999999999999996,1,10.0
